tier,route,freq,doi,year,journal,cited_by,title
T4-low,backward,2,10.1006/jevp.1999.0142,1999,Journal of Environmental Psychology,51,TESTING FOR MOOD CONGRUENT RECALL WITH ENVIRONMENTALLY INDUCED MOOD
T4-low,backward,2,10.1121/1.2961148,2007,Acoustics Today,50,Soundscape: An Approach to Rely on Human Perception and Expertise in the Post-Modern Community Noise Era
T4-low,backward,2,10.1016/j.healthplace.2021.102602,2021,Health & Place,50,GPS-based built environment measures associated with adult physical activity
T4-low,backward,2,10.1016/j.ufug.2017.05.010,2017,Urban forestry & urban greening,49,The effects of “greening” urban areas on the perceptions of tranquillity
T4-low,backward,2,10.3813/aaa.918708,2014,Acta acustica united with Acustica,49,Soundscape Reproduction and Synthesis
T4-low,backward,2,10.1016/j.jenvp.2018.10.011,2018,Journal of Environmental Psychology,49,The restorative environmental sounds perceived by children
T4-low,backward,2,10.3390/su11051412,2019,Sustainability,49,Cyclists’ Multiple Environmental Urban Exposures—Comparing Subjective and Objective Measurements
T4-low,backward,2,10.3390/ijerph16142539,2019,International Journal of Environmental Research and Public Health,48,Exposures to Air Pollution and Noise from Multi-Modal Commuting in a Chinese City
T4-low,forward,2,10.1016/j.ecolind.2024.112043,2024,Ecological Indicators,48,Coexistence Perspectives: Exploring the impact of landscape features on aesthetic and recreational values in urban parks
T4-low,backward,2,10.1016/j.buildenv.2019.04.042,2019,Building and Environment,47,Modelling perceived oppressiveness and noise annoyance responses to window views of densely packed residential high-rise environments
T4-low,backward,2,10.1121/1.4819248,2013,The Journal of the Acoustical Society of America,46,Positioning soundscape research and management
T4-low,backward,2,10.1007/bf00844822,1989,Journal of Behavioral Medicine,44,The Type A city: Coronary heart disease and the pace of life
T4-low,backward,2,10.1080/07494460903404402,2009,Contemporary Music Review,43,The Neural Basis of Individual Holistic and Spectral Sound Perception
T4-low,forward,2,10.1016/j.scitotenv.2020.141040,2020,The Science of The Total Environment,42,"Associations and effect modification between transportation noise, self-reported response to noise and the wider determinants of health: A narrative synthesis of the literature"
T4-low,backward,2,10.3390/ijerph16244988,2019,International Journal of Environmental Research and Public Health,41,Promoting Healthy and Supportive Acoustic Environments: Going beyond the Quietness
T4-low,backward,2,10.1016/j.eiar.2016.03.002,2016,Environmental Impact Assessment Review,38,Effect of odour on multisensory environmental evaluations of road traffic
T4-low,forward,2,10.1016/j.scs.2021.103192,2021,Sustainable Cities and Society,38,Relationship between contextual perceptions and soundscape evaluations based on the structural equation modelling approach
T4-low,backward,2,10.1016/j.jenvp.2024.102365,2024,Journal of Environmental Psychology,37,Effects of natural sound on human stress recovery based on EEG techniques
T4-low,backward,2,10.1016/j.trd.2024.104256,2024,Transportation Research Part D Transport and Environment,36,Unraveling the effects of micro-level street environment on dockless bikeshare in Ithaca
T4-low,backward,2,10.1016/j.cities.2023.104460,2023,Cities,36,What neighborhood factors are critical to resident satisfaction with old neighborhoods? An integration of ground theory and impact asymmetry analysis
T4-low,backward,2,10.26687/archnet-ijar.v8i3.341,2014,International Journal of Architectural Research Archnet-IJAR,34,Evidence for Designing Health Promoting Pocket Parks
T4-low,backward,2,10.1016/j.apacoust.2012.10.001,2012,Applied Acoustics,33,Noise source analyses in the acoustical environment of the medieval centre of Cáceres (Spain)
T4-low,backward,2,10.1016/j.scitotenv.2014.12.007,2014,The Science of The Total Environment,33,A framework for rating environmental value of urban parks
T4-low,backward,2,10.3390/f13111920,2022,Forests,33,The Physiological Restorative Role of Soundscape in Different Forest Structures
T4-low,backward,2,10.1016/j.jtrangeo.2021.103085,2021,Journal of Transport Geography,33,Extending the dimensions of personal exposure assessment: A methodological discussion on perceived and measured noise and air pollution in traffic
T4-low,forward,2,10.1016/j.landurbplan.2019.103701,2019,Landscape and Urban Planning,29,Protected areas and noise abatement: A spatial approach
T4-low,backward,2,10.1016/j.landurbplan.2017.02.016,2017,Landscape and Urban Planning,27,Relationship between traffic noise resistance and village form in China
T4-low,backward,2,10.11157/sites-vol6iss2id123,2009,Sites a journal of social anthropology and cultural studies,26,"Soundscape, cultural landscape and connectivity"
T4-low,backward,2,10.1016/j.apacoust.2018.01.026,2018,Applied Acoustics,26,Acoustic comfort evaluation modeling and improvement test of a forklift based on rank score comparison and multiple linear regression
T4-low,backward,2,10.1016/j.trip.2022.100667,2022,Transportation Research Interdisciplinary Perspectives,26,Riding through the pandemic: Using Strava data to monitor the impacts of COVID-19 on spatial patterns of bicycling
T4-low,forward,2,10.1016/j.ecoinf.2024.102766,2024,Ecological Informatics,25,Exploring the impact of university green spaces on Students' perceived restoration and emotional states through audio-visual perception
T4-low,backward,2,10.1016/j.apgeog.2024.103388,2024,Applied Geography,24,Encouraging cycling through the improvement of streetscape perception: A bottom-up investigation into the relationship between street greening and bicycling volume
T4-low,backward,2,10.1016/j.trf.2023.12.021,2024,Transportation Research Part F Traffic Psychology and Behaviour,22,Cycling subjective experience: A conceptual framework and methods review
T4-low,forward,2,10.1016/j.apacoust.2023.109338,2023,Applied Acoustics,22,Optimization strategies for the German version of the soundscape affective quality instrument
T4-low,backward,2,10.3390/f14010138,2023,Forests,21,"Harmonious Degree of Sound Sources Influencing Visiting Experience in Kulangsu Scenic Area, China"
T4-low,backward,2,10.3389/frsc.2021.668443,2021,Frontiers in Sustainable Cities,20,Perceived Health Impact and Usage of Public Green Spaces in Brussels' Metropolitan Area During the COVID-19 Epidemic
T4-low,backward,2,10.1016/j.scs.2023.104394,2023,Sustainable Cities and Society,20,Role of sounds in perception of enclosure in urban street canyons
T4-low,forward,2,10.1016/j.ccs.2024.100592,2024,City Culture and Society,18,"The impact of sensory experiences on place attachment, place loyalty and civic participation: Evidence from Rasht, Iran"
T4-low,forward,2,10.1016/j.scs.2023.104885,2023,Sustainable Cities and Society,16,"Urban river restoration in Hong Kong: Assessment, impact, and improvement strategies"
T4-low,forward,2,10.3390/su14042026,2022,Sustainability,16,Urban Sound Auralization and Visualization Framework—Case Study at IHTApark
T4-low,backward,2,10.3390/acoustics3030033,2021,Acoustics,15,Perspectives on the Sonic Environment and Noise Mitigations during the COVID-19 Pandemic Era
T4-low,forward,2,10.1016/j.ufug.2024.128337,2024,Urban forestry & urban greening,15,The effects of interaction with audiovisual elements on perceived restoration in urban parks in freezing weather
T4-low,forward,2,10.1016/j.apacoust.2023.109545,2023,Applied Acoustics,14,Creating a common language for soundscape research: Translation and validation of Dutch soundscape attributes
T4-low,forward,2,10.3390/land14030495,2025,Land,13,Decoding the Role of Urban Green Space Morphology in Shaping Visual Perception: A Park-Based Study
T4-low,backward,2,10.3389/fpubh.2022.1012222,2023,Frontiers in Public Health,12,Pedestrians' perceptions of route environments in relation to deterring or facilitating walking
T4-low,forward,2,10.1038/s44384-025-00003-y,2025,npj Acoustics,12,Exploring the relationships between soundscape quality and public health using a systems thinking approach
T4-low,forward,2,10.1016/j.enbuild.2024.114456,2024,Energy and Buildings,12,"Facial expression recognition, a predictive tool for perceiving urban open space environments under audio-visual interaction"
T4-low,forward,2,10.3389/fpsyg.2022.902630,2022,Frontiers in Psychology,12,"Impact of the Classic Chinese Garden Soundscape With Focus on Physiological and Psychological Effects, Tested Through Eye-Tracking, and Subjective Evaluation"
T4-low,backward,2,10.1016/0022-460x(88)90381-1,1988,Journal of Sound and Vibration,11,Noise sensitivity and annoyance caused by traffic noise in persons with impaired hearing
T4-low,forward,2,10.3390/su15107912,2023,Sustainability,10,"Perceived Restorative Potential of Urban Parks by Citizens—A Case Study from Wrocław, Poland"
T4-low,backward,2,10.1016/j.apacoust.2021.108581,2021,Applied Acoustics,9,Effect of music in large activity spaces on the perceptions and behaviours of older adults in China
T4-low,forward,2,10.3390/ijerph22010071,2025,International Journal of Environmental Research and Public Health,7,Runnability: A Scoping Review
T4-low,forward,2,10.3390/land14040757,2025,Land,7,"Which Factors Enhance the Perceived Restorativeness of Streetscapes: Sound, Vision, or Their Combined Effects? Insights from Four Street Types in Nanjing, China"
T4-low,forward,2,10.1051/aacus/2024027,2024,Acta Acustica,6,Developing a taxonomy of soundscape interventions from a catalogue of real-world examples
T4-low,forward,2,10.3390/su17125581,2025,Sustainability,6,"Spatial Perception Differences in Mountain City Park for Youth Experience: A Case Study of Parks in Yuzhong District, Chongqing"
T4-low,forward,2,10.1016/j.buildenv.2025.112647,2025,Building and Environment,6,"Exploring the relationship between elderly women responses, multi-domain factors, and street geometry indicators: A case study in a Mediterranean context"
T4-low,forward,2,10.24294/jipd8163,2024,Journal of Infrastructure Policy and Development,5,Soundscapes and sonicscapes in tourism: A decade of research insights from bibliometric analysis
T4-low,forward,2,10.1007/s00484-024-02790-7,2024,International Journal of Biometeorology,4,Enhancing autumn greenway walking experience: Exploring the combined effects of noise and thermal environment
T4-low,forward,2,10.1080/01426397.2024.2372441,2024,Landscape Research,4,Sonic Gathering Place: implementation of a biophilic soundscape design and its evaluation
T4-low,forward,2,10.3390/s24051650,2024,Sensors,4,Sons al Balcó: A Comparative Analysis of WASN-Based LAeq Measured Values with Perceptual Questionnaires in Barcelona during the COVID-19 Lockdown
T4-low,forward,2,10.1016/j.jth.2025.102142,2025,Journal of Transport & Health,3,Quiet routes to alleviate noise annoyance and promote active mobility
T4-low,forward,2,10.1093/jue/juae009,2024,Journal of Urban Ecology,3,A common chord: to what extent can small urban green space support people and songbirds?
T4-low,forward,2,10.3390/ijerph22121882,2025,International Journal of Environmental Research and Public Health,2,Assessment of Noise Exposure in United States Urban Public Parks: A Scoping Review
T4-low,forward,2,10.1007/s11252-024-01590-6,2024,Urban Ecosystems,1,How the landscape pattern and landscape elements affect the source-based soundscape diversity
T4-low,forward,2,10.3389/fpsyg.2025.1620884,2025,Frontiers in Psychology,1,"Multidimensional on-site perception study of stairway spaces in mountain city parks among young and older adult people: a case study of Pipa Mountain Park, Chongqing, China"
T4-low,forward,2,10.1016/j.ufug.2025.129008,2025,Urban forestry & urban greening,1,Do peri-urban parks benefit low-income groups? Analyzing environmental equality with an integrated index and double machine learning
T4-low,forward,2,10.1121/10.0044116,2026,The Journal of the Acoustical Society of America,1,Effects of hearing loss and hearing aids on environmental sound ratings in the lab and real world
